date,description,category,incident_code,pd_district,dayofweek
2008-12-06,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,Q,Saturday
2008-12-06,LOITERING FOR PROSTITUTION OR TO PATRONIZE,PROSTITUTION & RELATED OFFENSES,617.0,M,Saturday
2008-12-05,"PROSTITUTION 3, PROMOTING UNDER 19",PROSTITUTION & RELATED OFFENSES,584.0,M,Friday
2008-12-03,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,Q,Wednesday
2008-12-05,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,M,Friday
2008-12-13,LOITERING FOR PROSTITUTION OR TO PATRONIZE,PROSTITUTION & RELATED OFFENSES,617.0,M,Saturday
2008-12-13,"PROSTITUTION, PATRONIZING 4, 3",PROSTITUTION & RELATED OFFENSES,565.0,Q,Saturday
2008-12-10,"PROSTITUTION, PATRONIZING 4, 3",PROSTITUTION & RELATED OFFENSES,565.0,Q,Wednesday
2008-12-01,LOITERING FOR PROSTITUTION OR TO PATRONIZE,PROSTITUTION & RELATED OFFENSES,617.0,Q,Monday
2008-12-12,LOITERING FOR PROSTITUTION OR TO PATRONIZE,PROSTITUTION & RELATED OFFENSES,617.0,K,Friday
2008-12-02,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,Q,Tuesday
2008-12-23,"PROSTITUTION, PATRONIZING 4, 3",PROSTITUTION & RELATED OFFENSES,565.0,Q,Tuesday
2008-12-03,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,K,Wednesday
2008-12-06,"PROSTITUTION, PATRONIZING 4, 3",PROSTITUTION & RELATED OFFENSES,565.0,M,Saturday
2008-12-27,LOITERING FOR PROSTITUTION OR TO PATRONIZE,PROSTITUTION & RELATED OFFENSES,617.0,M,Saturday
2008-12-13,"PROSTITUTION, PATRONIZING 4, 3",PROSTITUTION & RELATED OFFENSES,565.0,Q,Saturday
2008-12-23,"PROSTITUTION, PATRONIZING 4, 3",PROSTITUTION & RELATED OFFENSES,565.0,Q,Tuesday
2008-12-27,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,B,Saturday
2008-12-04,LOITERING FOR PROSTITUTION OR TO PATRONIZE,PROSTITUTION & RELATED OFFENSES,617.0,Q,Thursday
2008-12-04,LOITERING FOR PROSTITUTION OR TO PATRONIZE,PROSTITUTION & RELATED OFFENSES,617.0,Q,Thursday
2008-12-06,"PROSTITUTION, PATRONIZING 4, 3",PROSTITUTION & RELATED OFFENSES,565.0,Q,Saturday
2008-12-01,"PROSTITUTION, PATRONIZING 4, 3",PROSTITUTION & RELATED OFFENSES,565.0,Q,Monday
2008-12-17,"PROSTITUTION, PATRONIZING 4, 3",PROSTITUTION & RELATED OFFENSES,565.0,Q,Wednesday
2008-12-18,LOITERING FOR PROSTITUTION OR TO PATRONIZE,PROSTITUTION & RELATED OFFENSES,617.0,Q,Thursday
2008-12-17,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,Q,Wednesday
2008-12-06,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,K,Saturday
2008-12-03,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,K,Wednesday
2008-12-09,LOITERING FOR PROSTITUTION OR TO PATRONIZE,PROSTITUTION & RELATED OFFENSES,618.0,S,Tuesday
2008-12-06,"PROSTITUTION 4,PROMOTING&SECURING",PROSTITUTION & RELATED OFFENSES,576.0,Q,Saturday
2008-12-04,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,B,Thursday
2008-12-26,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,Q,Friday
2008-12-02,LOITERING FOR PROSTITUTION OR TO PATRONIZE,PROSTITUTION & RELATED OFFENSES,617.0,K,Tuesday
2008-12-06,"PROSTITUTION, PATRONIZING 4, 3",PROSTITUTION & RELATED OFFENSES,565.0,M,Saturday
2008-12-03,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,Q,Wednesday
2008-12-24,LOITERING FOR PROSTITUTION OR TO PATRONIZE,PROSTITUTION & RELATED OFFENSES,617.0,Q,Wednesday
2008-12-13,"PROSTITUTION, PATRONIZING 4, 3",PROSTITUTION & RELATED OFFENSES,565.0,Q,Saturday
2008-12-17,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,K,Wednesday
2008-12-10,"PROSTITUTION, PATRONIZING 4, 3",PROSTITUTION & RELATED OFFENSES,565.0,S,Wednesday
2008-12-19,LOITERING FOR PROSTITUTION OR TO PATRONIZE,PROSTITUTION & RELATED OFFENSES,617.0,Q,Friday
2008-12-10,LOITERING FOR PROSTITUTION OR TO PATRONIZE,PROSTITUTION & RELATED OFFENSES,617.0,Q,Wednesday
2008-12-10,"PROSTITUTION, PATRONIZING 4, 3",PROSTITUTION & RELATED OFFENSES,565.0,Q,Wednesday
2008-12-06,"PROSTITUTION, PATRONIZING 4, 3",PROSTITUTION & RELATED OFFENSES,565.0,Q,Saturday
2008-12-04,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,Q,Thursday
2008-12-06,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,M,Saturday
2008-12-04,"PROSTITUTION 4,PROMOTING&SECURING",PROSTITUTION & RELATED OFFENSES,576.0,Q,Thursday
2008-12-24,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,Q,Wednesday
2008-12-23,"PROSTITUTION, PATRONIZING 4, 3",PROSTITUTION & RELATED OFFENSES,565.0,Q,Tuesday
2008-12-02,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,Q,Tuesday
2008-12-03,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,Q,Wednesday
2008-12-17,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,B,Wednesday
2008-12-26,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,Q,Friday
2008-12-18,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,K,Thursday
2008-12-09,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,M,Tuesday
2008-12-05,"PROSTITUTION,PERMITTING",PROSTITUTION & RELATED OFFENSES,574.0,M,Friday
2008-12-17,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,M,Wednesday
2008-12-17,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,Q,Wednesday
2008-12-01,LOITERING FOR PROSTITUTION OR TO PATRONIZE,PROSTITUTION & RELATED OFFENSES,617.0,Q,Monday
2008-12-02,"PROSTITUTION 3,PROMOTING BUSINESS",PROSTITUTION & RELATED OFFENSES,585.0,Q,Tuesday
2008-12-03,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,M,Wednesday
2008-12-19,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,M,Friday
2008-12-06,"PROSTITUTION 3, PROMOTING UNDER 19",PROSTITUTION & RELATED OFFENSES,584.0,M,Saturday
2008-12-09,LOITERING FOR PROSTITUTION OR TO PATRONIZE,PROSTITUTION & RELATED OFFENSES,617.0,K,Tuesday
2008-12-17,"PROSTITUTION 3,PROMOTING BUSINESS",PROSTITUTION & RELATED OFFENSES,585.0,Q,Wednesday
2008-12-02,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,M,Tuesday
2008-12-06,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,Q,Saturday
2008-12-05,LOITERING FOR PROSTITUTION OR TO PATRONIZE,PROSTITUTION & RELATED OFFENSES,617.0,M,Friday
2008-12-03,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,K,Wednesday
2008-12-06,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,M,Saturday
2008-12-06,"PROSTITUTION 3,PROMOTING BUSINESS",PROSTITUTION & RELATED OFFENSES,585.0,M,Saturday
2008-12-03,"PROSTITUTION 4,PROMOTING&SECURING",PROSTITUTION & RELATED OFFENSES,576.0,Q,Wednesday
2008-12-06,LOITERING FOR PROSTITUTION OR TO PATRONIZE,PROSTITUTION & RELATED OFFENSES,617.0,M,Saturday
2008-12-05,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,M,Friday
2008-12-06,"PROSTITUTION 4,PROMOTING&SECURING",PROSTITUTION & RELATED OFFENSES,576.0,K,Saturday
2008-12-17,"PROSTITUTION, PATRONIZING 4, 3",PROSTITUTION & RELATED OFFENSES,565.0,Q,Wednesday
2008-12-06,"PROSTITUTION 4,PROMOTING&SECURING",PROSTITUTION & RELATED OFFENSES,576.0,K,Saturday
2008-12-26,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,B,Friday
2008-12-04,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,K,Thursday
2008-12-10,LOITERING FOR PROSTITUTION OR TO PATRONIZE,PROSTITUTION & RELATED OFFENSES,617.0,Q,Wednesday
2008-12-04,"PROSTITUTION 4,PROMOTING&SECURING",PROSTITUTION & RELATED OFFENSES,576.0,Q,Thursday
2008-12-03,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,M,Wednesday
2008-12-18,"PROSTITUTION, PATRONIZING 4, 3",PROSTITUTION & RELATED OFFENSES,565.0,Q,Thursday
2008-12-03,"PROSTITUTION 2, COMPULSORY",PROSTITUTION & RELATED OFFENSES,587.0,K,Wednesday
2008-12-01,LOITERING FOR PROSTITUTION OR TO PATRONIZE,PROSTITUTION & RELATED OFFENSES,617.0,K,Monday
2008-12-06,"PROSTITUTION 3,PROMOTING BUSINESS",PROSTITUTION & RELATED OFFENSES,585.0,Q,Saturday
2008-12-20,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,M,Saturday
2008-12-17,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,Q,Wednesday
2008-12-04,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,B,Thursday
2008-12-04,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,K,Thursday
2008-12-01,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,Q,Monday
2008-12-04,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,Q,Thursday
2008-12-04,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,K,Thursday
2008-12-10,"PROSTITUTION, PATRONIZING 4, 3",PROSTITUTION & RELATED OFFENSES,565.0,Q,Wednesday
2008-12-30,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,B,Tuesday
2008-12-02,"PROSTITUTION 4,PROMOTING&SECURING",PROSTITUTION & RELATED OFFENSES,576.0,Q,Tuesday
2008-12-04,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,K,Thursday
2008-12-02,LOITERING FOR PROSTITUTION OR TO PATRONIZE,PROSTITUTION & RELATED OFFENSES,617.0,Q,Tuesday
2008-12-06,"PROSTITUTION, PATRONIZING 4, 3",PROSTITUTION & RELATED OFFENSES,565.0,M,Saturday
2008-12-17,"PROSTITUTION, PATRONIZING 4, 3",PROSTITUTION & RELATED OFFENSES,565.0,Q,Wednesday
2008-12-23,"PROSTITUTION, PATRONIZING 4, 3",PROSTITUTION & RELATED OFFENSES,565.0,Q,Tuesday
2008-12-09,"PROSTITUTION, PATRONIZING 4, 3",PROSTITUTION & RELATED OFFENSES,565.0,S,Tuesday
2008-12-03,LOITERING FOR PROSTITUTION OR TO PATRONIZE,PROSTITUTION & RELATED OFFENSES,617.0,Q,Wednesday
2008-12-01,"PROSTITUTION, PATRONIZING 4, 3",PROSTITUTION & RELATED OFFENSES,565.0,Q,Monday
2008-12-18,"PROSTITUTION, PATRONIZING 4, 3",PROSTITUTION & RELATED OFFENSES,565.0,Q,Thursday
2008-12-06,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,M,Saturday
2008-12-03,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,B,Wednesday
2008-12-09,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,S,Tuesday
2008-12-05,LOITERING FOR PROSTITUTION OR TO PATRONIZE,PROSTITUTION & RELATED OFFENSES,617.0,K,Friday
2008-12-30,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,B,Tuesday
2008-12-18,"PROSTITUTION, PATRONIZING 4, 3",PROSTITUTION & RELATED OFFENSES,565.0,B,Thursday
2008-12-13,LOITERING FOR PROSTITUTION OR TO PATRONIZE,PROSTITUTION & RELATED OFFENSES,617.0,M,Saturday
2008-12-17,"PROSTITUTION 4,PROMOTING&SECURING",PROSTITUTION & RELATED OFFENSES,576.0,B,Wednesday
2008-12-26,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,Q,Friday
2008-12-13,"PROSTITUTION, PATRONIZING 4, 3",PROSTITUTION & RELATED OFFENSES,565.0,Q,Saturday
2008-12-04,"PROSTITUTION 3,PROMOTING BUSINESS",PROSTITUTION & RELATED OFFENSES,585.0,K,Thursday
2008-12-09,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,S,Tuesday
2008-12-17,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,B,Wednesday
2008-12-13,LOITERING FOR PROSTITUTION OR TO PATRONIZE,PROSTITUTION & RELATED OFFENSES,617.0,M,Saturday
2008-12-13,"PROSTITUTION, PATRONIZING 4, 3",PROSTITUTION & RELATED OFFENSES,565.0,Q,Saturday
2008-12-19,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,M,Friday
2008-12-04,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,Q,Thursday
2008-12-11,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,K,Thursday
2008-12-03,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,K,Wednesday
2008-12-06,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,K,Saturday
2008-12-04,"PROSTITUTION 4,PROMOTING&SECURING",PROSTITUTION & RELATED OFFENSES,576.0,K,Thursday
2008-12-04,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,Q,Thursday
2008-12-02,LOITERING FOR PROSTITUTION OR TO PATRONIZE,PROSTITUTION & RELATED OFFENSES,617.0,Q,Tuesday
2008-12-03,LOITERING FOR PROSTITUTION OR TO PATRONIZE,PROSTITUTION & RELATED OFFENSES,617.0,K,Wednesday
2008-12-04,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,K,Thursday
2008-12-04,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,Q,Thursday
2008-12-03,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,Q,Wednesday
2008-12-05,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,Q,Friday
2008-12-06,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,K,Saturday
2008-12-02,LOITERING FOR PROSTITUTION OR TO PATRONIZE,PROSTITUTION & RELATED OFFENSES,617.0,Q,Tuesday
2008-12-06,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,M,Saturday
2008-12-05,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,M,Friday
2008-12-05,LOITERING FOR PROSTITUTION OR TO PATRONIZE,PROSTITUTION & RELATED OFFENSES,617.0,K,Friday
2008-12-06,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,B,Saturday
2008-12-04,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,Q,Thursday
2008-12-06,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,K,Saturday
2008-12-03,"PROSTITUTION 4,PROMOTING&SECURING",PROSTITUTION & RELATED OFFENSES,576.0,B,Wednesday
2008-12-03,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,K,Wednesday
2008-12-03,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,Q,Wednesday
2008-12-05,LOITERING FOR PROSTITUTION OR TO PATRONIZE,PROSTITUTION & RELATED OFFENSES,617.0,K,Friday
2008-12-03,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,Q,Wednesday
2008-12-06,LOITERING FOR PROSTITUTION OR TO PATRONIZE,PROSTITUTION & RELATED OFFENSES,617.0,M,Saturday
2008-12-03,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,M,Wednesday
2008-12-03,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,Q,Wednesday
2008-12-01,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,Q,Monday
2008-12-02,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,M,Tuesday
2008-12-03,PROSTITUTION,PROSTITUTION & RELATED OFFENSES,563.0,M,Wednesday
